date,score_telegram,score_headlines,score_truth,score_telegram_zscore,score_headlines_zscore,score_truth_zscore,score_telegram_deviation,score_headlines_deviation,score_truth_deviation
2022-03-24,3.1349693251533743,1.4565217391304348,0.0,0.701306409086071,-1.8986403887570324,-0.6898148161794333,,,
2022-05-01,3.2151898734177213,2.236842105263158,2.0,0.9588647441034502,-0.9361002845171802,0.55579090378246,,,
2022-05-10,2.91025641025641,2.6363636363636362,2.0,-0.020163157876321617,-0.44328283045356104,0.55579090378246,,,
2022-05-12,3.0516129032258066,2.066666666666667,2.0,0.4336799504146061,-1.1460149445913843,0.55579090378246,,,
2022-05-14,2.6948051948051948,1.9285714285714286,3.0,-0.7118968536649363,-1.3163580634439422,1.1785937637634065,,,
2022-05-18,2.980132450331126,2.6129032258064515,0.0,0.20418280994162813,-0.47222169582642953,-0.6898148161794333,,,
2022-05-19,2.6026490066225167,2.4074074074074074,0.0,-1.0077760878938529,-0.725704720296185,-0.6898148161794333,,,
2022-05-21,2.8098591549295775,2.0588235294117645,1.2,-0.34250139267726787,-1.1556896044856477,0.057548615797702596,-4.381225202070007,-14.479095719708447,-24.607329842931936
2022-05-22,2.8947368421052633,2.892857142857143,1.0,-0.069990717269538,-0.12689318180108336,-0.0670119561984867,-0.8606358906478597,16.837140994220526,-37.17277486910994
2022-05-24,2.8838709677419354,2.423076923076923,4.333333333333333,-0.10487699728229317,-0.7063760728578609,2.008997577071335,-0.27525626558647287,-4.6929480259026,199.0961380443714
2022-05-27,3.089655172413793,3.3333333333333335,2.5,0.5558195234333981,0.4164426283320747,0.8671923337729333,6.945159166090311,31.79431931366501,72.55546425636811
2022-05-30,3.1176470588235294,2.8,2.25,0.6456910565215296,-0.24143424447780323,0.7114916187776966,8.779238160042219,9.879712684074104,63.353500432152146
2022-05-31,3.0067567567567566,2.4864864864864864,0.0,0.28966355249877646,-0.6281591629538797,-0.6898148161794333,3.648488781471059,-3.1602063195083225,-100.0
2022-06-01,2.748344370860927,2.3636363636363638,2.0,-0.5400024782029659,-0.7796971404131572,0.55579090378246,-5.70936548818526,-10.405052232556011,71.95496417604915
2022-06-05,2.872611464968153,2.4166666666666665,0.0,-0.14102707167449036,-0.7142832468099026,-0.6898148161794333,-2.861016854503224,-10.63526619525145,-100.0
2022-06-08,2.8226950354609928,3.1666666666666665,0.0,-0.30129015578495394,0.2108561055789876,-0.6898148161794333,-4.889389444022342,16.425295794979675,-100.0
2022-06-09,2.870748299319728,2.4516129032258065,2.0,-0.1470090033946351,-0.6711763952649004,0.55579090378246,-3.2006421380669856,-5.989880325520596,30.739299610894932
2022-06-10,2.72992700729927,2.3333333333333335,1.0,-0.5991337805560609,-0.8170765081864456,-0.0670119561984867,-8.05963933139504,-10.167945559367782,-26.637554585152852
2022-06-11,3.183206106870229,2.2,0.0,0.8561767690423542,-0.981545726388915,-0.6898148161794333,7.654203434813136,-13.600774679807227,-100.0
2022-06-12,3.1739130434782608,3.6,0.0,0.8263401999059895,0.7453810647370134,-0.6898148161794333,7.255246242961276,42.017965704127725,-100.0
2022-06-14,3.197080291970803,3.3333333333333335,5.0,0.9007216156127298,0.4164426283320747,2.4241994837253,6.857436909181036,27.16076456630517,213.43283582089555
2022-06-15,2.958041958041958,2.2777777777777777,1.3333333333333333,0.13325845780476991,-0.8856053491041416,0.14058899712849546,-1.753585642618179,-15.19726119193102,-8.196721311475413
2022-06-16,2.864864864864865,1.3235294117647058,1.0,-0.165898522541089,-2.062688969572795,-0.0670119561984867,-4.479078842347431,-51.285746299075704,-37.31343283582089
2022-06-19,2.9338235294117645,2.2777777777777777,2.0,0.05550209375979752,-0.8856053491041416,0.55579090378246,-2.6421019962505614,-13.510572474442467,25.373134328358216
2022-06-21,2.9166666666666665,2.6176470588235294,0.0,0.00041779056870278714,-0.4663700870194155,-0.6898148161794333,-3.1749327199304385,-2.8410400016902564,-100.0
2022-06-22,3.150326797385621,2.64,8.0,0.7506135387902815,-0.43879730632076613,4.29260806366814,3.3213623582103646,-0.28416783500274806,409.09090909090907
2022-06-27,3.464516129032258,3.696969696969697,0.0,1.7593585908992786,0.8649950416115362,-0.6898148161794333,13.769639577486952,36.421696926255,-100.0
2022-07-02,3.013333333333333,3.268292682926829,0.0,0.31077849311967193,0.3362137414040404,-0.6898148161794333,-0.9699505060982864,25.286333717512104,-100.0
2022-07-04,2.7096774193548385,2.85,2.0,-0.6641476737367652,-0.1797582876518769,0.55579090378246,-11.066720869415091,13.672201393635527,0.0
2022-07-06,3.0220588235294117,2.0,0.0,0.338792795885429,-1.2282495536926192,-0.6898148161794333,-1.1071524675137647,-22.76229356309571,-100.0
2022-07-10,2.8548387096774195,3.3,0.6666666666666666,-0.19808877669137112,0.37532532378145694,-0.27461290952546896,-7.21865778349839,14.618854023067787,-66.26506024096386
2022-07-12,3.2444444444444445,1.68,2.0,1.0527902877242883,-1.622975677378546,0.55579090378246,4.996473353862176,-43.99662497227965,9.090909090909081
