created_at,account,id,text
2025-05-26 00:46:06.770000+00:00,realDonaldTrump,114571369956761390,"I’ve always had a very good relationship with Vladimir Putin of Russia, but something has happened to him. He has gone absolutely CRAZY! He is needlessly killing a lot of people, and I’m not just talking about soldiers. Missiles and drones are being shot into Cities in Ukraine, for no reason whatsoever. I’ve always said that he wants ALL of Ukraine, not just a piece of it, and maybe that’s proving to be right, but if he does, it will lead to the downfall of Russia! Likewise, President Zelenskyy is doing his Country no favors by talking the way he does. Everything out of his mouth causes problems, I don’t like it, and it better stop. This is a War that would never have started if I were President. This is Zelenskyy’s, Putin’s, and Biden’s War, not “Trump’s,” I am only helping to put out the big and ugly fires, that have been started through Gross Incompetence and Hatred."
2025-05-23 09:43:05.024000+00:00,realDonaldTrump,114556494480941887,A major prisoners swap was just completed between Russia and Ukraine. It will go into effect shortly. Congratulations to both sides on this negotiation. This could lead to something big???
2025-05-19 17:33:06.392000+00:00,realDonaldTrump,114535693441367601,"Just completed my two hour call with President Vladimir Putin of Russia. I believe it went very well. Russia and Ukraine will immediately start negotiations toward a Ceasefire and, more importantly, an END to the War. The conditions for that will be negotiated between the two parties, as it can only be, because they know details of a negotiation that nobody else would be aware of. The tone and spirit of the conversation were excellent. If it wasn’t, I would say so now, rather than later. Russia wants to do largescale TRADE with the United States when this catastrophic “bloodbath” is over, and I agree. There is a tremendous opportunity for Russia to create massive amounts of jobs and wealth. Its potential is UNLIMITED. Likewise, Ukraine can be a great beneficiary on Trade, in the process of rebuilding its Country. Negotiations between Russia and Ukraine will begin immediately. I have so informed President Volodymyr Zelenskyy, of Ukraine, Ursula von der Leyen, President of the European Commission, President Emmanuel Macron, of France, Prime Minister Giorgia Meloni, of Italy, Chancellor Friedrich Merz, of Germany, and President Alexander Stubb, of Finland, during a call with me, immediately after the call with President Putin. The Vatican, as represented by the Pope, has stated that it would be very interested in hosting the negotiations. Let the process begin!"
2025-05-17 14:58:48.603000+00:00,realDonaldTrump,114523762104941397,"I WILL BE SPEAKING, BY TELEPHONE, TO PRESIDENT VLADIMIR PUTIN OF RUSSIA ON MONDAY, AT 10:00 A.M. THE SUBJECTS OF THE CALL WILL BE, STOPPING THE “BLOODBATH” THAT IS KILLING, ON AVERAGE, MORE THAN 5000 RUSSIAN AND UKRAINIAN SOLDIERS A WEEK, AND TRADE. I WILL THEN BE SPEAKING TO PRESIDENT ZELENSKYY OF UKRAINE AND THEN, WITH PRESIDENT ZELENSKYY, VARIOUS MEMBERS OF NATO. HOPEFULLY IT WILL BE A PRODUCTIVE DAY, A CEASEFIRE WILL TAKE PLACE, AND THIS VERY VIOLENT WAR, A WAR THAT SHOULD HAVE NEVER HAPPENED, WILL END. GOD BLESS US ALL!!!"
2025-05-11 22:38:16.931000+00:00,realDonaldTrump,114491594957458207,"I am happy to announce that Edan Alexander, an American citizen who has been held hostage since October 2023, is coming home to his family. I am grateful to all those involved in making this monumental news happen. This was a step taken in good faith towards the United States and the efforts of the mediators — Qatar and Egypt — to put an end to this very brutal war and return ALL living hostages and remains to their loved ones. Hopefully this is the first of those final steps necessary to end this brutal conflict. I look very much forward to that day of celebration!"
2025-05-11 16:16:21.630000+00:00,realDonaldTrump,114490093180275292,"President Putin of Russia doesn’t want to have a Cease Fire Agreement with Ukraine, but rather wants to meet on Thursday, in Turkey, to negotiate a possible end to the BLOODBATH. Ukraine should agree to this, IMMEDIATELY. At least they will be able to determine whether or not a deal is possible, and if it is not, European leaders, and the U.S., will know where everything stands, and can proceed accordingly! I’m starting to doubt that Ukraine will make a deal with Putin, who’s too busy celebrating the Victory of World War ll, which could not have been won (not even close!) without the United States of America. HAVE THE MEETING, NOW!!!"
2025-05-11 04:03:12.428000+00:00,realDonaldTrump,114487210304050642,"A potentially great day for Russia and Ukraine! Think of the hundreds of thousands of lives that will be saved as this never ending “bloodbath” hopefully comes to an end. It will be a whole new, and much better, WORLD. I will continue to work with both sides to make sure that it happens. The USA wants to focus, instead, on Rebuilding and Trade. A BIG week upcoming!"
2025-05-08 20:38:26.460000+00:00,realDonaldTrump,114474136794655068,"Talks with Russia/Ukraine continue. The U.S. calls for, ideally, a 30-day unconditional ceasefire. Hopefully, an acceptable ceasefire will be observed, and both Countries will be held accountable for respecting the sanctity of these direct negotiations. If the ceasefire is not respected, the U.S. and its partners will impose further sanctions. Thousands of young soldiers are dying on a weekly basis, and everybody should want it to STOP. I do, and the United States of America does, also. As President, I will stay committed to securing Peace between Russia and Ukraine, together with the Europeans, and a Lasting Peace it will be! This ceasefire must ultimately build toward a Peace Agreement. It can all be done very quickly, and I will be available on a moment’s notice if my services are needed. Thank you for your attention to this matter!"
2025-05-05 15:10:29.056000+00:00,realDonaldTrump,114455860282159313,"I just had a very good and productive telephone conversation with the President of Turkey, Recep Erdoğan, concerning many subjects, including the War with Russia/Ukraine, all things Syria, Gaza, and more. The President invited me to go to Turkey at a future date and, likewise, he will be coming to Washington, D.C. During my four years as President, my relationship with President Erdoğan was excellent. We worked together closely on numerous things, including the fact that he helped return Pastor Andrew Brunson, who was imprisoned, back to the United States — Immediately upon my request. In any event, I look forward to working with President Erdoğan on getting the ridiculous, but deadly, War between Russia and Ukraine ended — NOW!"
2025-04-26 13:35:04.678000+00:00,realDonaldTrump,114404524335638236,"No matter what deal I make with respect to Russia/Ukraine, no matter how good it is, even if it’s the greatest deal ever made, The Failing New York Times will speak BADLY of it. Liddle’ Peter Baker, the very biased and untalented writer for The Times, followed his Editor’s demands and wrote that Ukraine should get back territory, including, I suppose, Crimea, and other ridiculous requests, in order to stop the killing that is worse than anything since World War II. Why doesn’t this lightweight reporter say that it was Obama who made it possible for Russia to steal Crimea from Ukraine without even a shot being fired. It was also Liddle’ Peter who wrote an absolutely fawning, yet terribly  written Biography, on Obama. It was a JOKE! Did Baker ever criticize the Obama Crimea Giveaway? NO, not once, only TRUMP, and I’ve had nothing to do with this stupid war, other than early on, when I gave Ukraine Javelins, and Obama gave them sheets. This is Sleepy Joe Biden’s War, not mine. It was a loser from day one, and should have never happened, and wouldn’t have happened if I were President at the time. I’m just trying to clean up the mess that was left to me by Obama and Biden, and what a mess it is. With all of that being said, there was no reason for Putin to be shooting missiles into civilian areas, cities and towns, over the last few days. It makes me think that maybe he doesn’t want to stop the war, he’s just tapping me along, and has to be dealt with differently, through “Banking” or “Secondary Sanctions?” Too many people are dying!!!"
